V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,PID,psid,K2,project,gc,term,Q_TotalDuration,med,consent,city,tap,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,PIIcomment,hardship,contact,trap,t01,t02,t03,t04,t05,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,SQcomment,LocationLatitude,LocationLongitude,LocationAccuracy
R_e57w59sYesnWHkN,Default Response Set,Anonymous,,,98.208.234.157,0,2015-03-19 23:42:46,2015-03-19 23:46:26,1,1277803321,iZXUO4qzTRRynr4Mu8YJqg**,27197,Qual712-0618WaterUtilities,1,,220,19205383887433,1,3,1,1,2,2,6,7,4,7,4,6,4,Washing,1,1,1,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,NA,26.2666015625,-81.709297180176,-1
R_bOW5VobHNgifzCJ,Default Response Set,Anonymous,,,184.96.90.49,0,2015-03-19 23:43:09,2015-03-19 23:46:33,1,1272589536,iZXUO4qzTRS3KsT1jzZnKQ**,27197,Qual712-0618WaterUtilities,1,,204,19127020698883,1,2,1,1,1,7,7,7,7,3,3,3,1,drinking,1,1,1,7,7,7,7,7,7,7,7,7,4,7,4,4,7,4,7,4,4,none,39.686599731445,-105.08999633789,-1
R_cIvk2Q91nTAX51X,Default Response Set,Anonymous,,,67.166.53.242,0,2015-03-19 23:46:37,2015-03-19 23:49:15,1,1215297651,iZXUO4qzTRRaAG4eilCEOw**,27197,Qual712-0618WaterUtilities,1,,158,18265923667333,1,2,1,1,2,5,6,6,6,3,6,3,4,to bathe and drink,1,3,1,6,6,6,3,6,6,7,5,6,4,6,4,4,3,4,7,4,5,,39.813095092773,-105.1257019043,-1
R_bdOnTPcO2h7yBgx,Default Response Set,Anonymous,,,71.33.135.16,0,2015-03-19 23:47:49,2015-03-19 23:50:08,1,1211164521,iZXUO4qzTRTMUDaCbfM5Jw**,27197,Qual712-0618WaterUtilities,1,,139,18203802723433,1,2,1,1,1,6,7,7,4,5,3,5,4,Cleaning,1,1,1,7,7,7,6,6,7,6,6,6,6,6,6,6,6,6,7,6,6,,40.168899536133,-105.09449768066,-1
R_8vwk4BeTQVIaEkd,Default Response Set,Anonymous,,,50.169.17.230,0,2015-03-19 23:14:01,2015-03-19 23:59:24,1,1254299844,iZXUO4qzTRQoNt6Z4lEygQ**,27197,Qual712-0618WaterUtilities,1,,2723,18852126628123,1,3,1,1,1,7,7,7,4,1,4,1,4,Cooking,6,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,,42.118606567383,-71.103302001953,-1
R_0DtOM0t0XFDTwuV,Default Response Set,Anonymous,,,75.166.22.140,0,2015-03-20 00:03:08,2015-03-20 00:08:39,1,1174539256,iZXUO4qzTRQnWGYuhv9OiA**,27197,Qual712-0618WaterUtilities,1,,331,17653324990483,1,2,1,1,2,7,6,7,6,3,3,3,3,Body health,5,1,1,6,6,5,6,6,6,6,5,5,5,5,5,4,5,4,4,5,4,,39.638397216797,-104.90579986572,-1
R_9vE2DAvthuscLOt,Default Response Set,Anonymous,,,71.218.158.72,0,2015-03-20 00:09:06,2015-03-20 00:12:21,1,1106194199,iZXUO4qzTRQ0gZfSb7av6A**,27197,Qual712-0618WaterUtilities,1,,195,16626098783773,1,2,1,1,1,7,7,7,5,2,2,3,2,cleaning,1,1,1,7,6,7,7,6,5,7,6,6,5,5,5,4,5,4,7,5,5,,39.771301269531,-105.04989624023,-1
R_5u8yUWNW97vi7Hf,Default Response Set,Anonymous,,,174.29.146.99,0,2015-03-20 00:09:59,2015-03-20 00:12:27,1,1263596953,iZXUO4qzTRQk6MR8zdp0Tw**,27197,Qual712-0618WaterUtilities,1,,148,18991862176393,1,2,1,1,1,7,7,7,6,2,1,2,2,showering,1,1,1,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,does a great job,40.472396850586,-104.89389801025,-1
R_3z91jbSzbqv7mSN,Default Response Set,Anonymous,,,71.229.144.253,0,2015-03-20 00:10:08,2015-03-20 00:12:29,1,1079258577,iZXUO4qzTRS0v4Sn9B1b8w**,27197,Qual712-0618WaterUtilities,1,,141,16221256385113,1,2,1,1,1,7,7,7,7,1,1,1,1,bathing,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,none,39.731994628906,-104.98390197754,-1
R_2sL45Vtg59WAxtH,Default Response Set,Anonymous,,,184.96.25.220,0,2015-03-20 00:13:43,2015-03-20 00:19:32,1,1123179501,iZXUO4qzTRQPs1EJFZoLdg**,27197,Qual712-0618WaterUtilities,1,,349,16881387872833,1,2,1,7,7,7,7,7,4,5,5,3,7,Use as drinking water,2,1,1,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,6,7,None,40.01530456543,-105.10759735107,-1
R_dpxptKvpCXIRKRf,Default Response Set,Anonymous,,,73.217.104.13,0,2015-03-20 00:48:20,2015-03-20 00:52:54,1,1079250193,iZXUO4qzTRQBOtBGLZ9uZw**,27197,Qual712-0618WaterUtilities,1,,274,16221130373593,1,2,1,1,7,6,7,7,5,4,5,5,4,"Used for cooking, washing dishes and clothes.",1,1,1,6,6,6,6,5,4,5,4,5,4,6,6,4,5,4,4,4,4,Our HOA pays for the water so we never see the water bill but we have no problems with the quality of the water and are hpappy with it.,39.647796630859,-104.98780059814,-1
R_8q9HZ0w0mFFcIS1,Default Response Set,Anonymous,,,174.51.9.77,0,2015-03-20 00:52:43,2015-03-20 00:56:37,1,1205019179,iZXUO4qzTRSXn1tJuo70YQ**,27197,Qual712-0618WaterUtilities,1,,234,18111438233173,1,2,1,5,3,4,5,5,6,6,4,4,4,convenient water supply to the home. ,2,2,1,7,6,7,6,5,5,6,5,6,5,6,6,6,5,6,7,4,5,,39.700302124023,-104.84149932861,-1
R_1T6yXU6zS2fvUQB,Default Response Set,Anonymous,,,98.245.143.164,0,2015-03-20 00:52:52,2015-03-20 00:56:45,1,1153268870,iZXUO4qzTRQdmVzu99M4FQ**,27197,Qual712-0618WaterUtilities,1,,233,17333631088903,1,2,1,1,1,7,7,7,4,4,2,4,4,washing clothes,4,1,1,7,7,7,4,7,7,7,7,7,7,6,6,7,4,7,7,7,7,none,39.866302490234,-105.00610351562,-1
R_8jf3W8ulcM3J8EZ,Default Response Set,Anonymous,,,67.190.74.211,0,2015-03-20 01:01:56,2015-03-20 01:06:13,1,1079309471,iZXUO4qzTRTR4RBrvHM4vg**,27197,Qual712-0618WaterUtilities,1,,257,16222021321933,1,2,1,1,1,7,7,7,7,2,2,2,2,flushing toilets,2,2,1,6,5,6,6,6,4,6,4,6,4,4,4,4,4,4,4,4,4,I am concerned that the Denver Water Commission is directing huge amounts of Denver residential water to fracking operations in and out of Colorado.,39.705505371094,-104.96640014648,-1
R_79WcsRjb4kHg7Jz,Default Response Set,Anonymous,,,184.96.42.55,0,2015-03-20 01:07:50,2015-03-20 01:11:19,1,1131852440,iZXUO4qzTRTZ6fj_NCCBbA**,27197,Qual712-0618WaterUtilities,1,,209,17011742146003,1,2,1,1,1,7,7,7,6,2,1,3,3,cleaning up,1,1,1,7,7,7,6,7,4,4,4,4,4,4,4,4,4,4,4,4,4,My water bill is included in my rent so I never deal with the water company.,39.695098876953,-105.00240325928,-1
R_1KNdwsi2RiSHPLv,Default Response Set,Anonymous,,,73.3.240.7,0,2015-03-20 01:23:06,2015-03-20 01:28:07,1,1233306681,iZXUO4qzTRTKobEWPvfnzA**,27197,Qual712-0618WaterUtilities,1,,301,18536599388233,1,2,1,2,3,4,5,6,4,6,4,4,4,"Showers, laundry, washing dishes, boiling pasta, eggs, . Don't drink tap water",1,1,1,6,5,6,4,6,4,6,4,6,4,4,4,4,4,4,4,4,4,"Just to let you know, I live in a condominium and do not deal with my water company or the bill.  The HOA pays the water bill and works with the utility.  My water is included in my monthly HOA dues. ",39.861999511719,-105.14350128174,-1
R_0cY3rI7eot15Mq1,Default Response Set,Anonymous,,,73.217.100.149,0,2015-03-20 01:25:12,2015-03-20 01:28:23,1,1098916891,iZXUO4qzTRR-Q-z7RYBQiw**,27197,Qual712-0618WaterUtilities,1,,191,16516720844533,1,2,1,1,1,7,7,7,6,2,1,2,2,drinking,2,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,na,38,-97,-1
R_0SPwgz5rwdU3X8N,Default Response Set,Anonymous,,,71.211.252.92,0,2015-03-20 01:26:33,2015-03-20 01:37:36,1,1278570141,iZXUO4qzTRRgnc-nHcdicA**,27197,Qual712-0618WaterUtilities,1,,663,19216909192033,1,2,1,1,2,6,7,7,3,5,5,2,3,Cooking,4,1,1,6,6,6,6,6,4,6,4,6,4,4,4,4,4,4,4,4,4,"The quality of tap water is essential to the health and wellness in every American city. Denver and other cities along Colorado's Front Range cannot continue to provide adequate supplies of this vital resource. There is not enough water - naturally provided - in this region for the population size. In truth, Colorado's population growth has over-stressed water resources. In the near term, the cost of providing clean water to the populous will inhibit continued population growth.",39.614807128906,-104.95590209961,-1
R_0uE7goQYmg27RWd,Default Response Set,Anonymous,,,166.170.48.208,0,2015-03-20 01:43:33,2015-03-20 01:44:08,1,1242111906,iZXUO4qzTRR50PGUAwO0kg**,27197,Qual712-0618WaterUtilities,2,otherCity,35,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.645095825195,-117.67860412598,-1
R_3t2m53EJaTk4S57,Default Response Set,Anonymous,,,68.109.64.46,0,2015-03-20 01:43:19,2015-03-20 01:44:33,1,1106310520,iZXUO4qzTRTyam5RSZ8Q2A**,27197,Qual712-0618WaterUtilities,2,otherCity,74,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.619903564453,-117.61190032959,-1
R_9XD6yO3AfxPkcRv,Default Response Set,Anonymous,,,108.20.12.10,0,2015-03-20 01:42:21,2015-03-20 01:44:48,1,1254257023,iZXUO4qzTRSiMFiukaPEvQ**,27197,Qual712-0618WaterUtilities,1,,147,18851483028493,1,3,1,4,4,1,4,4,7,7,4,6,6,Washing dishes,5,2,1,5,5,5,6,5,5,6,6,5,6,4,6,6,2,2,6,4,3,,42.348403930664,-71.155097961426,-1
R_3kKii4xveOtHx2t,Default Response Set,Anonymous,,,96.252.113.208,0,2015-03-20 01:41:56,2015-03-20 01:45:00,1,1278608850,iZXUO4qzTRS2-iGmm2TNIQ**,27197,Qual712-0618WaterUtilities,1,,184,19217490988303,1,3,1,4,5,4,4,1,1,7,7,7,7,Bathing ,4,1,1,7,4,7,4,7,6,6,4,4,4,4,4,4,4,4,4,4,4,,42.15119934082,-71.256896972656,-1
R_55VQcuNA6qpT1Kl,Default Response Set,Anonymous,,,75.147.6.105,0,2015-03-20 01:43:25,2015-03-20 01:45:47,1,1278115251,iZXUO4qzTRRiEiiZPxzgVA**,27197,Qual712-0618WaterUtilities,1,,142,19210072195333,1,3,1,3,2,6,4,6,2,6,6,6,4,drinking,1,1,1,7,6,6,4,6,6,6,4,6,5,6,4,4,4,4,6,4,6,none,42.15119934082,-71.256896972656,-1
R_23QVXpOwmGDd3oN,Default Response Set,Anonymous,,,192.138.214.116,0,2015-03-20 01:44:22,2015-03-20 01:46:19,1,1277981860,iZXUO4qzTRRGulg8KDVBBQ**,27197,Qual712-0618WaterUtilities,1,,117,19208067328603,1,3,1,6,4,4,5,7,2,7,4,6,6,shower,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,n/a,42.35710144043,-71.065498352051,-1
R_bfTmsDZSAeNi9mt,Default Response Set,Anonymous,,,66.87.124.50,0,2015-03-20 01:46:05,2015-03-20 01:46:24,1,1275716607,iZXUO4qzTRRqLcX4-syWtQ**,27197,Qual712-0618WaterUtilities,,,19,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.087600708008,-71.407302856445,-1
R_42uoSiFrMhWNvP7,Default Response Set,Anonymous,,,71.83.55.198,0,2015-03-20 01:46:16,2015-03-20 01:46:28,1,1131951077,iZXUO4qzTRSMRyWzHZa-tw**,27197,Qual712-0618WaterUtilities,,,12,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.242294311523,-71.809898376465,-1
R_eaPm3zHLtmNClcV,Default Response Set,Anonymous,,,192.80.157.110,0,2015-03-20 01:45:22,2015-03-20 01:46:39,1,1268141628,iZXUO4qzTRSJR-Sb25pY-Q**,27197,Qual712-0618WaterUtilities,2,attention,77,,1,1,1,2,2,6,6,7,6,3,5,3,3,different ways,6,6,0,,,,,,,,,,,,,,,,,,,,34.052993774414,-118.26419830322,-1
R_bItXdmTflOZbYyN,Default Response Set,Anonymous,,,24.126.107.170,0,2015-03-20 01:47:03,2015-03-20 01:47:30,1,1275717205,iZXUO4qzTRTdJqjx8AnmCQ**,27197,Qual712-0618WaterUtilities,2,otherCity,27,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.921295166016,-77.038597106934,-1
R_eFMLQI7ezgZdH6d,Default Response Set,Anonymous,,,24.8.224.201,0,2015-03-20 01:45:23,2015-03-20 01:48:10,1,1258672391,iZXUO4qzTRTD4hKZUJLWIg**,27197,Qual712-0618WaterUtilities,1,,167,18917846009533,1,2,1,1,1,7,7,7,4,4,2,4,4,For drinking,1,1,1,7,7,7,7,3,7,7,4,6,4,7,4,4,6,4,6,4,4,,39.742706298828,-105.07260131836,-1
R_4Z6GxxvzZCqKCDr,Default Response Set,Anonymous,,,66.87.150.143,0,2015-03-20 01:43:51,2015-03-20 01:48:27,1,1131899785,iZXUO4qzTRSGQtVVfynZ_w**,27197,Qual712-0618WaterUtilities,1,,276,17012453741353,1,2,1,7,7,1,1,1,1,7,7,7,7,Cooking ,2,1,1,6,1,6,1,1,6,6,6,3,6,6,3,6,6,3,6,6,6,The water is super hard it ruins my dishes and it ruins my skin and hair I hate the water In Englewood Colorado I'm pretty sure it comes from a well I don't feel it tastes good to drink and it's full of chemicals and I don't believe in drinking the fluoride in the water I buy all my water from the store to drink,39.72900390625,-104.95279693604,-1
R_9NaDKLuk6ttjmN7,Default Response Set,Anonymous,,,198.105.46.21,0,2015-03-20 01:46:03,2015-03-20 01:48:41,1,1277758703,iZXUO4qzTRRek4hVr9Jedg**,27197,Qual712-0618WaterUtilities,1,,158,19204713278893,1,1,1,2,3,4,5,6,4,5,4,4,4,Drinking water,2,2,1,6,7,7,6,6,6,6,4,6,5,6,6,6,6,5,6,4,5,,41.14680480957,-73.831802368164,-1
R_6gkdDd4lqLwBy7z,Default Response Set,Anonymous,,,98.217.73.196,0,2015-03-20 01:45:37,2015-03-20 01:48:57,1,1277860592,iZXUO4qzTRSMUiv_O5RLog**,27197,Qual712-0618WaterUtilities,,,200,,1,3,1,1,1,7,7,7,4,4,1,4,4,drinking,,,,,,,,,,,,,,,,,,,,,,,42.428100585938,-71.05460357666,-1
R_3krxTTsjQX1NrtX,Default Response Set,Anonymous,,,54.187.197.64,0,2015-03-20 01:48:40,2015-03-20 01:49:02,1,1147051187,iZXUO4qzTRS57YF4K3g6sQ**,27197,Qual712-0618WaterUtilities,2,noTapWater,22,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.839904785156,-119.70059967041,-1
R_6eNZgSFT8lEVQJ7,Default Response Set,Anonymous,,,99.9.180.196,0,2015-03-20 01:44:13,2015-03-20 01:49:28,1,1131905846,iZXUO4qzTRSEXgqjZ87jyg**,27197,Qual712-0618WaterUtilities,1,,315,17012544838183,1,1,1,2,2,5,6,7,6,1,1,1,2,Drinking and cleaning everyday.,5,1,1,5,7,7,7,7,2,1,2,6,6,5,4,5,3,2,1,3,3,,33.880004882812,-117.9633026123,-1
R_e35raNcApMqCee9,Default Response Set,Anonymous,,,71.80.176.26,0,2015-03-20 01:48:40,2015-03-20 01:49:33,1,1266536724,iZXUO4qzTRQU3DD3SnZqiQ**,27197,Qual712-0618WaterUtilities,,,53,,1,1,1,4,6,3,4,3,6,6,6,6,6,shower ,6,4,1,,,,,,,,,,,,,,,,,,,,34.02490234375,-117.89730072021,-1
R_bvzWjkNUiglCKwZ,Default Response Set,Anonymous,,,64.60.134.200,0,2015-03-20 01:48:30,2015-03-20 01:49:58,1,1255941929,iZXUO4qzTRQNDXOBI1XR3w**,27197,Qual712-0618WaterUtilities,,,88,,1,1,1,1,1,7,7,7,5,3,3,2,3,"cooking, washing dishes, showers",,,,,,,,,,,,,,,,,,,,,,,34.076400756836,-118.26260375977,-1
R_cApIHBFxSPK5jff,Default Response Set,Anonymous,,,68.164.236.126,0,2015-03-20 01:48:35,2015-03-20 01:50:02,1,1131988427,iZXUO4qzTRS0t0bl83ldSA**,27197,Qual712-0618WaterUtilities,,,87,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.078994750977,-117.84939575195,-1
R_dgp3zOAZdD1TFTD,Default Response Set,Anonymous,,,99.60.181.176,0,2015-03-20 01:50:12,2015-03-20 01:50:32,1,1277761040,iZXUO4qzTRScB9JLBVFc9Q**,27197,Qual712-0618WaterUtilities,,,20,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.892395019531,-117.78790283203,-1
R_1YX5Hbb9cbhu68d,Default Response Set,Anonymous,,,192.80.157.110,0,2015-03-20 01:50:40,2015-03-20 01:51:11,1,1274768683,iZXUO4qzTRTGKC96QH6IUw**,27197,Qual712-0618WaterUtilities,,,31,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.052993774414,-118.26419830322,-1
R_eX9CcGaaUUYvrcV,Default Response Set,Anonymous,,,199.87.140.77,0,2015-03-20 01:50:57,2015-03-20 01:51:14,1,1151402302,iZXUO4qzTRTUEZDkN9Gm5g**,27197,Qual712-0618WaterUtilities,2,consent,17,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.746200561523,-104.46040344238,-1
R_efc9i2bigMxsMqp,Default Response Set,Anonymous,,,73.217.79.178,0,2015-03-20 01:49:33,2015-03-20 01:51:16,1,1118098948,iZXUO4qzTRSYeoKDguWGrQ**,27197,Qual712-0618WaterUtilities,1,,103,16805027161243,1,2,1,1,1,7,7,7,4,4,4,4,2,washing clothes and dishes,4,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,thanks,39.443893432617,-104.85150146484,-1
R_b1m6QTdsxLTA3U9,Default Response Set,Anonymous,,,104.35.143.158,0,2015-03-20 01:45:44,2015-03-20 01:51:37,1,1085392405,iZXUO4qzTRQ7BA87zfScxQ**,27197,Qual712-0618WaterUtilities,,,353,,1,1,1,2,2,5,6,7,5,4,2,4,3,Drinking,1,1,1,7,7,6,6,6,6,6,5,6,5,6,5,5,5,5,6,5,6,"While my water utility company is very reliable, the water service within my condominium complex is hampered by old and failing pipes. This has caused many water delivery problems that are not the fault of my water utility company.",34.174896240234,-118.61520385742,-1
R_a5Ayw2tuCGsxQDr,Default Response Set,Anonymous,,,100.9.221.229,0,2015-03-20 01:45:33,2015-03-20 01:51:42,1,1264590591,iZXUO4qzTRQiBFbPomz_6w**,27197,Qual712-0618WaterUtilities,,,369,,1,1,1,1,1,7,7,7,7,1,1,1,1,Sanitation & hygiene.,1,1,1,7,7,7,7,6,4,6,4,6,4,6,5,4,6,6,4,6,6,"I have no issue with my water supplier.  As far as I know, the quality of water is great in my area.",33.796997070312,-118.06240081787,-1
R_cIaugISHJBB2Xt3,Default Response Set,Anonymous,,,151.191.175.208,0,2015-03-20 01:52:19,2015-03-20 01:52:40,1,1131924114,iZXUO4qzTRRkTk3fcM5rBg**,27197,Qual712-0618WaterUtilities,,,21,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.769607543945,-74.020401000977,-1
R_1Odu0R0zrn4h3Ol,Default Response Set,Anonymous,,,173.160.44.227,0,2015-03-20 01:50:06,2015-03-20 01:53:00,1,1254387160,iZXUO4qzTRRBr4JNv8l9HQ**,27197,Qual712-0618WaterUtilities,1,,174,18853438987603,1,2,1,2,2,6,7,6,4,4,4,4,4,the most important use for water is for personal drinking water,2,2,1,7,4,6,4,6,6,7,6,5,7,6,6,4,5,6,7,6,7,-,39.759399414062,-104.96880340576,-1
R_4GSFM1JANIi4stv,Default Response Set,Anonymous,,,172.56.10.50,0,2015-03-20 01:47:56,2015-03-20 01:53:14,1,1238991098,iZXUO4qzTRSMCoR4rpgSsg**,27197,Qual712-0618WaterUtilities,1,,318,18622036175743,1,2,1,1,1,7,7,7,4,3,1,2,3,Drinking,2,2,1,7,5,6,6,6,4,6,4,4,4,6,4,6,4,4,6,4,3,Water is covered by my hoa,38,-97,-1
R_57pMRLmyTqxa8cd,Default Response Set,Anonymous,,,107.107.56.7,0,2015-03-20 01:53:33,2015-03-20 01:53:55,1,1277760110,iZXUO4qzTRQ6-iynwb3I5A**,27197,Qual712-0618WaterUtilities,2,otherCity,22,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.766204833984,-73.986198425293,-1
R_8tOCRfrnOPr5Cn3,Default Response Set,Anonymous,,,98.173.9.34,0,2015-03-20 01:54:34,2015-03-20 01:54:49,1,1192322280,iZXUO4qzTRQ6vWTmUPT64Q**,27197,Qual712-0618WaterUtilities,,,15,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.708099365234,-117.75959777832,-1
R_2i9Goz9vlrosGfb,Default Response Set,Anonymous,,,69.15.134.42,0,2015-03-20 01:52:16,2015-03-20 01:55:01,1,1277673857,iZXUO4qzTRS6YAF_XpdRWg**,27197,Qual712-0618WaterUtilities,1,,165,19203438043513,1,2,1,1,2,6,7,7,5,3,2,2,4,Drinking.,2,3,1,7,5,4,5,3,6,6,6,6,5,6,5,5,6,6,6,6,6,none.,39.489501953125,-104.76760101318,-1
R_8eqsJ6zDkjJhsz3,Default Response Set,Anonymous,,,76.118.7.179,0,2015-03-20 01:55:16,2015-03-20 01:55:40,1,1277775828,iZXUO4qzTRRCWbS2jn6H1Q**,27197,Qual712-0618WaterUtilities,2,otherCity,24,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.489700317383,-71.15950012207,-1
R_6KZ7IBIe3vCMAsZ,Default Response Set,Anonymous,,,184.99.197.169,0,2015-03-20 01:51:26,2015-03-20 01:55:45,1,1151569477,iZXUO4qzTRSoBbkYoHi-Ow**,27197,Qual712-0618WaterUtilities,1,,259,17308089212113,1,2,1,1,1,6,7,7,4,6,5,5,5,"DRINKING, WASHING, COOKING",1,1,1,7,6,4,5,7,7,6,5,6,4,5,4,4,4,4,4,4,4,NONE,39.677001953125,-104.9646987915,-1
R_8GhnJl7w95v1feJ,Default Response Set,Anonymous,,,207.233.86.251,0,2015-03-20 01:56:43,2015-03-20 01:58:21,1,1257324994,iZXUO4qzTRS2e6F5NBienA**,27197,Qual712-0618WaterUtilities,1,,98,18897594632623,1,1,1,3,2,5,6,3,1,6,6,6,5,to clean,2,1,1,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,nothing,33.870300292969,-117.92530059814,-1
R_9Hs47xt7JrZVCCx,Default Response Set,Anonymous,,,70.168.248.242,0,2015-03-20 01:54:34,2015-03-20 01:58:33,1,1275796438,iZXUO4qzTRQtGzStjk4trA**,27197,Qual712-0618WaterUtilities,1,,239,19175220435943,1,1,1,1,1,7,7,7,7,3,1,2,2,Drinking. We only drink water for the most part.,2,1,1,6,6,4,5,5,6,6,4,5,4,6,4,4,4,4,6,4,6,"Sorry, I'm a tap water snob, coming from New York City, which has The Best Tap Water In The World™",33.689697265625,-117.85020446777,-1
R_0kvflxTqE3Ilytf,Default Response Set,Anonymous,,,24.104.46.203,0,2015-03-20 01:56:34,2015-03-20 01:58:39,1,1278671653,iZXUO4qzTRSQlMQ6pFLTHw**,27197,Qual712-0618WaterUtilities,2,noTapWater,125,,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.348403930664,-71.155097961426,-1
R_0CKomIPaYGhLcwd,Default Response Set,Anonymous,,,50.118.172.163,0,2015-03-20 01:58:53,2015-03-20 01:59:36,1,1278649818,iZXUO4qzTRQMMDiqOMc4PQ**,27197,Qual712-0618WaterUtilities,2,otherCity,43,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.372100830078,-121.86430358887,-1
R_9YyrpjxQaAI2OVf,Default Response Set,Anonymous,,,70.88.223.77,0,2015-03-20 01:56:20,2015-03-20 02:00:39,1,1277750507,iZXUO4qzTRR0m8hfVoKc8Q**,27197,Qual712-0618WaterUtilities,1,,259,19204590093013,1,3,1,1,1,7,7,7,4,4,4,4,4,Bathing and cooking,1,1,1,7,7,7,7,7,4,7,4,7,4,4,4,4,4,4,4,4,4,,42.380004882812,-71.13289642334,-1
R_do0sL1QWUmrk2B7,Default Response Set,Anonymous,,,70.88.192.41,0,2015-03-20 01:59:42,2015-03-20 02:00:44,1,1208845466,iZXUO4qzTRTULxhp3O2k0g**,27197,Qual712-0618WaterUtilities,2,attention,62,,1,3,1,3,4,3,6,4,5,2,4,5,2,helpful,6,6,0,,,,,,,,,,,,,,,,,,,,38,-97,-1
R_1EUEPv80kkd92pT,Default Response Set,Anonymous,,,199.115.115.208,0,2015-03-20 02:00:27,2015-03-20 02:02:19,1,1277302269,iZXUO4qzTRRzFiJExKxFZA**,27197,Qual712-0618WaterUtilities,2,otherCity,112,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.793197631836,-77.536598205566,-1
R_2bGlgMJCw2V9CUB,Default Response Set,Anonymous,,,136.167.97.46,0,2015-03-20 01:59:38,2015-03-20 02:02:22,1,1254238627,iZXUO4qzTRSUbxdLAE1dPQ**,27197,Qual712-0618WaterUtilities,1,,164,18851206536613,1,3,1,2,2,5,6,6,6,6,4,6,6,"Cleaning, Cooking.",1,1,1,5,4,4,3,4,5,5,4,5,4,5,4,4,4,4,5,4,5,,42.318893432617,-71.150398254395,-1
R_9MHiKGqzBmucGBT,Default Response Set,Anonymous,,,76.168.214.102,0,2015-03-20 01:59:49,2015-03-20 02:03:01,1,1131077915,iZXUO4qzTRSjcPccp1_EMw**,27197,Qual712-0618WaterUtilities,1,,192,17000101035253,1,1,1,1,1,7,7,7,6,3,2,4,3,cooking and hygiene,1,2,1,7,7,6,7,7,6,7,6,7,7,7,4,4,5,6,7,6,6,good service and quality water.. we are satisfied,33.864898681641,-118.39709472656,-1
R_0cjl5x5lzmlJbEh,Default Response Set,Anonymous,,,24.62.3.40,0,2015-03-20 02:01:33,2015-03-20 02:03:25,1,1261838351,iZXUO4qzTRSgrhm8ETZDUQ**,27197,Qual712-0618WaterUtilities,1,,112,18965430388333,1,3,1,2,4,7,7,7,6,3,2,3,1,drinking,6,4,1,4,5,7,6,4,6,7,6,5,4,6,5,7,6,5,6,6,3,n/a,42.348403930664,-71.155097961426,-1
R_8CcooRU2afJIbgV,Default Response Set,Anonymous,,,73.182.159.150,0,2015-03-20 02:03:03,2015-03-20 02:03:26,1,1277787803,iZXUO4qzTRQWTjwT2anpPg**,27197,Qual712-0618WaterUtilities,2,otherCity,23,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.565307617188,-70.857803344727,-1
R_eMe4f9pKF0b3o0t,Default Response Set,Anonymous,,,24.61.114.102,0,2015-03-20 01:59:49,2015-03-20 02:04:00,1,1278582069,iZXUO4qzTRQQ_ZuKBy8orQ**,27197,Qual712-0618WaterUtilities,1,,251,19217088469873,1,3,1,1,1,7,7,7,7,1,1,1,1,"showers, laundry",1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,none,42.633895874023,-71.295700073242,-1
