Sample_No,Date_Sampled,Sample_Point,Zone,Measure,Result,Units
5199024,2017-06-21,S17173,Swadlincote,Turbidity,0.05,NTU
5199004,2017-06-22,S19914,Merton,Turbidity,0.05,NTU
5199199,2017-06-29,S16901,Pontybridge,E Coli,0,Orgs/100mL
5018700,2017-01-03,S11254,Wakefield,E Coli,0,Orgs/100mL
5018538,2017-01-02,S13371,Southwold,E Coli,0,Orgs/100mL
5172968,2017-05-10,S11254,Wakefield,THMs,0.031,mg/L
5132433,2017-04-20,S13971,Snake's Canyon,E Coli,0,Orgs/100mL
5132436,2017-04-20,S10837,Tarnstead,E Coli,0,Orgs/100mL
5132435,2017-04-20,S11858,Wakefield,E Coli,0,Orgs/100mL
5018684,2017-01-05,S16451,Blancathey,E Coli,0,Orgs/100mL
5457010,2018-01-01,S14925,Southwold,E Coli,0,Orgs/100mL
5093526,2017-03-22,S14812,Swadlincote,THMs,0.006,mg/L
5131158,2017-04-05,S14101,Pontybridge,E Coli,0,Orgs/100mL
5131105,2017-04-06,S13446,Wakefield,E Coli,0,Orgs/100mL
5131147,2017-04-05,S12566,Swadlincote,Turbidity,0.2,NTU
5131097,2017-04-06,S14415,Blancathey,Turbidity,0.2,NTU
5040337,2017-02-22,S17173,Swadlincote,E Coli,0,Orgs/100mL
5040324,2017-02-22,S19666,Paethsmouth,E Coli,0,Orgs/100mL
5040327,2017-02-22,S10837,Tarnstead,E Coli,0,Orgs/100mL
5093705,2017-03-28,S13874,Bellmoral,Turbidity,0.2,NTU
5093705,2017-03-28,S13874,Bellmoral,E Coli,0,Orgs/100mL
5132148,2017-04-10,S13840,Wakefield,THMs,0.026,mg/L
5040323,2017-02-22,S19339,Paethsmouth,E Coli,0,Orgs/100mL
5040296,2017-02-21,S10232,Bellmoral,Turbidity,0.2,NTU
5132136,2017-04-10,S13840,Wakefield,Turbidity,0.1,NTU
5132139,2017-04-12,S14514,Blancathey,E Coli,0,Orgs/100mL
5092724,2017-03-01,S17075,Paethsmouth,E Coli,0,Orgs/100mL
5093464,2017-03-21,S14733,Bellmoral,E Coli,0,Orgs/100mL
5132159,2017-04-12,S16589,Swadlincote,Turbidity,0.1,NTU
5132802,2017-04-27,S15163,Strathmore,Turbidity,0.05,NTU
5132792,2017-04-27,S11254,Wakefield,Turbidity,0.1,NTU
5172053,2017-05-02,S16276,Bellmoral,E Coli,0,Orgs/100mL
5132801,2017-04-27,S14363,Swadlincote,Turbidity,0.1,NTU
5132773,2017-04-27,S10703,Paethsmouth,Turbidity,0.1,NTU
5172078,2017-05-03,S14901,Snake's Canyon,Turbidity,0.1,NTU
5172073,2017-05-03,S18186,Merton,Turbidity,0.1,NTU
5281963,2017-09-05,S18588,Bellmoral,E Coli,0,Orgs/100mL
5282590,2017-09-19,S10232,Bellmoral,E Coli,0,Orgs/100mL
5282642,2017-09-20,S18865,Pontybridge,E Coli,0,Orgs/100mL
5282617,2017-09-20,S12051,Paethsmouth,E Coli,0,Orgs/100mL
5282590,2017-09-19,S10232,Bellmoral,Turbidity,0.1,NTU
5282643,2017-09-20,S19836,Swadlincote,E Coli,0,Orgs/100mL
5282620,2017-09-20,S14567,Tarnstead,E Coli,0,Orgs/100mL
5282616,2017-09-20,S17075,Paethsmouth,Turbidity,0.2,NTU
5282618,2017-09-20,S12436,Paethsmouth,E Coli,0,Orgs/100mL
5282644,2017-09-20,S15163,Strathmore,E Coli,0,Orgs/100mL
5198525,2017-06-08,S14101,Pontybridge,THMs,0.005,mg/L
5343639,2017-10-05,S11076,Strathmore,THMs,0.046,mg/L
5344000,2017-10-11,S14101,Pontybridge,E Coli,0,Orgs/100mL
5343995,2017-10-11,S15280,Strathmore,E Coli,0,Orgs/100mL
5343994,2017-10-11,S12566,Swadlincote,E Coli,0,Orgs/100mL
5344319,2017-10-18,S16510,Strathmore,E Coli,0,Orgs/100mL
5344271,2017-10-18,S17725,Paethsmouth,Turbidity,0.2,NTU
5343599,2017-10-04,S11207,Snake's Canyon,E Coli,0,Orgs/100mL
5281992,2017-09-06,S13971,Snake's Canyon,E Coli,0,Orgs/100mL
5281985,2017-09-06,S15053,Blancathey,E Coli,0,Orgs/100mL
5281987,2017-09-06,S13397,Merton,E Coli,0,Orgs/100mL
5343974,2017-10-11,S12377,Paethsmouth,E Coli,0,Orgs/100mL
5344289,2017-10-18,S10837,Tarnstead,E Coli,0,Orgs/100mL
5344306,2017-10-18,S11281,Snake's Canyon,THMs,0.006,mg/L
5344304,2017-10-18,S13306,Pontybridge,Turbidity,0.1,NTU
5344248,2017-10-17,S16276,Bellmoral,THMs,0.009,mg/L
5344288,2017-10-18,S11254,Wakefield,Turbidity,0.1,NTU
5343959,2017-10-11,S14514,Blancathey,E Coli,0,Orgs/100mL
5343980,2017-10-11,S17721,Tarnstead,E Coli,0,Orgs/100mL
5343978,2017-10-11,S17906,Snake's Canyon,E Coli,0,Orgs/100mL
5344269,2017-10-18,S19914,Merton,E Coli,0,Orgs/100mL
5344310,2017-10-18,S11254,Wakefield,THMs,0.053,mg/L
5344319,2017-10-18,S16510,Strathmore,Turbidity,0.05,NTU
5344278,2017-10-18,S11281,Snake's Canyon,Turbidity,0.1,NTU
5344286,2017-10-18,S17296,Blancathey,THMs,0.008,mg/L
5344373,2017-10-22,S13371,Southwold,Turbidity,0.2,NTU
5344573,2017-10-25,S14065,Pontybridge,THMs,0.007,mg/L
5344267,2017-10-18,S17296,Blancathey,Turbidity,0.1,NTU
5282309,2017-09-12,S14733,Bellmoral,E Coli,0,Orgs/100mL
5282364,2017-09-13,S18344,Pontybridge,E Coli,0,Orgs/100mL
5387014,2017-12-13,S15513,Merton,Turbidity,0.1,NTU
5387012,2017-12-13,S11021,Blancathey,Turbidity,0.2,NTU
5387017,2017-12-13,S16332,Paethsmouth,E Coli,0,Orgs/100mL
5387019,2017-12-13,S16474,Snake's Canyon,Turbidity,0.1,NTU
5387019,2017-12-13,S16474,Snake's Canyon,E Coli,0,Orgs/100mL
5387012,2017-12-13,S11021,Blancathey,E Coli,0,Orgs/100mL
5282365,2017-09-13,S11422,Swadlincote,E Coli,0,Orgs/100mL
5282344,2017-09-13,S10837,Tarnstead,Turbidity,0.1,NTU
5387018,2017-12-13,S11207,Snake's Canyon,E Coli,0,Orgs/100mL
5387020,2017-12-13,S13840,Wakefield,Turbidity,0.1,NTU
5387021,2017-12-13,S17721,Tarnstead,Turbidity,0.05,NTU
5386989,2017-12-12,S13874,Bellmoral,Turbidity,0.2,NTU
5387043,2017-12-13,S14271,Strathmore,Turbidity,0.1,NTU
5387043,2017-12-13,S14271,Strathmore,E Coli,0,Orgs/100mL
5387015,2017-12-13,S14487,Paethsmouth,E Coli,0,Orgs/100mL
5387013,2017-12-13,S14790,Blancathey,E Coli,0,Orgs/100mL
5387020,2017-12-13,S13840,Wakefield,E Coli,0,Orgs/100mL
5387042,2017-12-13,S16589,Swadlincote,Turbidity,0.2,NTU
5387042,2017-12-13,S16589,Swadlincote,E Coli,0,Orgs/100mL
5387021,2017-12-13,S17721,Tarnstead,E Coli,0,Orgs/100mL
5282895,2017-09-27,S17463,Snake's Canyon,THMs,0.006,mg/L
5386831,2017-12-10,S11765,Southwold,THMs,0.007,mg/L
5387619,2017-12-26,S17906,Snake's Canyon,Turbidity,0.2,NTU
5387355,2017-12-20,S11076,Strathmore,E Coli,0,Orgs/100mL
5132081,2017-04-11,S18588,Bellmoral,E Coli,0,Orgs/100mL
5132430,2017-04-20,S19152,Paethsmouth,E Coli,0,Orgs/100mL
5132414,2017-04-20,S15996,Blancathey,E Coli,0,Orgs/100mL
5132452,2017-04-20,S14065,Pontybridge,E Coli,0,Orgs/100mL
5132516,2017-04-23,S19084,Southwold,E Coli,0,Orgs/100mL
5093258,2017-03-16,S10837,Tarnstead,E Coli,0,Orgs/100mL
5093252,2017-03-16,S12377,Paethsmouth,E Coli,0,Orgs/100mL
5093255,2017-03-16,S17906,Snake's Canyon,E Coli,0,Orgs/100mL
5093273,2017-03-16,S15163,Strathmore,E Coli,0,Orgs/100mL
5093257,2017-03-16,S11858,Wakefield,E Coli,0,Orgs/100mL
5093337,2017-03-19,S10133,Southwold,Turbidity,0.2,NTU
5092979,2017-03-08,S12051,Paethsmouth,Turbidity,0.2,NTU
5092956,2017-03-07,S14758,Bellmoral,E Coli,0,Orgs/100mL
5093003,2017-03-08,S18344,Pontybridge,E Coli,0,Orgs/100mL
5173428,2017-05-24,S14812,Swadlincote,Turbidity,0.1,NTU
5132143,2017-04-11,S13397,Merton,THMs,0.006,mg/L
5280826,2017-08-02,S17296,Blancathey,E Coli,0,Orgs/100mL
5173404,2017-05-24,S17296,Blancathey,E Coli,0,Orgs/100mL
5173427,2017-05-24,S18703,Pontybridge,E Coli,0,Orgs/100mL
5251865,2017-07-09,S11765,Southwold,Turbidity,0.1,NTU
5251865,2017-07-09,S11765,Southwold,THMs,0.007,mg/L
5173185,2017-05-17,S14514,Blancathey,E Coli,0,Orgs/100mL
5173187,2017-05-17,S13397,Merton,E Coli,0,Orgs/100mL
5173189,2017-05-17,S13148,Paethsmouth,E Coli,0,Orgs/100mL
5172950,2017-05-10,S12051,Paethsmouth,E Coli,0,Orgs/100mL
5173194,2017-05-17,S17696,Tarnstead,E Coli,0,Orgs/100mL
5280835,2017-08-02,S17906,Snake's Canyon,E Coli,0,Orgs/100mL
5092724,2017-03-01,S17075,Paethsmouth,Turbidity,0.2,NTU
5173192,2017-05-17,S16371,Snake's Canyon,E Coli,0,Orgs/100mL
5281735,2017-08-30,S14567,Tarnstead,Turbidity,0.1,NTU
5281715,2017-08-29,S16669,Bellmoral,E Coli,0,Orgs/100mL
5198469,2017-06-07,S13874,Bellmoral,E Coli,0,Orgs/100mL
5198488,2017-06-08,S19811,Blancathey,E Coli,0,Orgs/100mL
5198493,2017-06-08,S10990,Snake's Canyon,E Coli,0,Orgs/100mL
5198490,2017-06-08,S17725,Paethsmouth,E Coli,0,Orgs/100mL
5198286,2017-06-05,S13531,Southwold,Turbidity,0.1,NTU
5281757,2017-08-30,S15163,Strathmore,Turbidity,0.2,NTU
5385373,2017-11-05,S13531,Southwold,Turbidity,0.2,NTU
5252081,2017-07-13,S18344,Pontybridge,Turbidity,0.05,NTU
5173209,2017-05-17,S11422,Swadlincote,E Coli,0,Orgs/100mL
5344267,2017-10-18,S17296,Blancathey,E Coli,0,Orgs/100mL
5344275,2017-10-18,S13230,Paethsmouth,E Coli,0,Orgs/100mL
5343975,2017-10-11,S17058,Paethsmouth,E Coli,0,Orgs/100mL
5343944,2017-10-10,S13874,Bellmoral,Turbidity,0.1,NTU
5199004,2017-06-22,S19914,Merton,THMs,0.005,mg/L
5263158,2017-06-21,S14065,Pontybridge,Turbidity,0.05,NTU
5263324,2017-06-25,S14049,Southwold,Turbidity,0.1,NTU
5199179,2017-06-28,S15996,Blancathey,E Coli,0,Orgs/100mL
5199042,2017-06-21,S15280,Strathmore,Turbidity,0.05,NTU
5199200,2017-06-29,S14363,Swadlincote,E Coli,0,Orgs/100mL
5343976,2017-10-11,S17923,Paethsmouth,E Coli,0,Orgs/100mL
5343980,2017-10-11,S17721,Tarnstead,Turbidity,0.1,NTU
5343994,2017-10-11,S12566,Swadlincote,Turbidity,0.2,NTU
5343977,2017-10-11,S16371,Snake's Canyon,Turbidity,0.1,NTU
5132435,2017-04-20,S11858,Wakefield,Turbidity,0.1,NTU
5132772,2017-04-27,S15513,Merton,E Coli,0,Orgs/100mL
5132436,2017-04-20,S10837,Tarnstead,Turbidity,0.1,NTU
5280705,2017-07-30,S14925,Southwold,Turbidity,0.05,NTU
5281994,2017-09-06,S17696,Tarnstead,Turbidity,0.1,NTU
5385533,2017-11-07,S18588,Bellmoral,E Coli,0,Orgs/100mL
5281993,2017-09-06,S13446,Wakefield,Turbidity,0.1,NTU
5343612,2017-10-04,S16474,Snake's Canyon,Turbidity,0.1,NTU
5343613,2017-10-04,S13446,Wakefield,Turbidity,0.1,NTU
5343623,2017-10-04,S12119,Pontybridge,Turbidity,0.1,NTU
5343623,2017-10-04,S12119,Pontybridge,E Coli,0,Orgs/100mL
5343598,2017-10-04,S16332,Paethsmouth,Turbidity,0.1,NTU
5343595,2017-10-04,S15513,Merton,Turbidity,0.1,NTU
5343592,2017-10-04,S14790,Blancathey,Turbidity,0.1,NTU
5343624,2017-10-04,S18255,Swadlincote,E Coli,0,Orgs/100mL
5344269,2017-10-18,S19914,Merton,Turbidity,0.1,NTU
5198579,2017-06-12,S12112,Southwold,Turbidity,0.1,NTU
5198768,2017-06-15,S11076,Strathmore,E Coli,0,Orgs/100mL
5198766,2017-06-15,S13306,Pontybridge,Turbidity,0.2,NTU
5344087,2017-10-15,S14925,Southwold,Turbidity,0.2,NTU
5344318,2017-10-18,S16589,Swadlincote,E Coli,0,Orgs/100mL
5198982,2017-06-20,S14758,Bellmoral,Turbidity,0.05,NTU
5199182,2017-06-28,S19541,Paethsmouth,E Coli,0,Orgs/100mL
5199185,2017-06-28,S17696,Tarnstead,E Coli,0,Orgs/100mL
5172109,2017-05-03,S14271,Strathmore,THMs,0.049,mg/L
5282881,2017-09-27,S11021,Blancathey,E Coli,0,Orgs/100mL
5343596,2017-10-04,S14735,Paethsmouth,E Coli,0,Orgs/100mL
5282894,2017-09-27,S13148,Paethsmouth,THMs,0.005,mg/L
5282922,2017-09-27,S18703,Pontybridge,THMs,0.006,mg/L
5282884,2017-09-27,S17463,Snake's Canyon,Turbidity,0.1,NTU
5343594,2017-10-04,S10584,Blancathey,E Coli,0,Orgs/100mL
5343581,2017-10-03,S17769,Bellmoral,E Coli,0,Orgs/100mL
5132791,2017-04-27,S17081,Snake's Canyon,Turbidity,0.1,NTU
5385884,2017-11-15,S13840,Wakefield,THMs,0.063,mg/L
5344239,2017-10-17,S16276,Bellmoral,Turbidity,0.3,NTU
5344271,2017-10-18,S17725,Paethsmouth,E Coli,0,Orgs/100mL
5282615,2017-09-20,S19914,Merton,Turbidity,0.1,NTU
5282613,2017-09-20,S17516,Blancathey,Turbidity,0.1,NTU
5387319,2017-12-19,S16276,Bellmoral,THMs,0.008,mg/L
5457152,2018-01-04,S17725,Paethsmouth,E Coli,0,Orgs/100mL
5457150,2018-01-04,S14759,Blancathey,E Coli,0,Orgs/100mL
5387354,2017-12-20,S12566,Swadlincote,E Coli,0,Orgs/100mL
5457175,2018-01-04,S16510,Strathmore,E Coli,0,Orgs/100mL
5457175,2018-01-04,S16510,Strathmore,Turbidity,0.1,NTU
5457151,2018-01-04,S18186,Merton,E Coli,0,Orgs/100mL
5457154,2018-01-04,S11281,Snake's Canyon,Turbidity,0.2,NTU
5457154,2018-01-04,S11281,Snake's Canyon,E Coli,0,Orgs/100mL
5457138,2018-01-03,S16669,Bellmoral,Turbidity,0.2,NTU
5344304,2017-10-18,S13306,Pontybridge,E Coli,0,Orgs/100mL
5457231,2018-01-07,S13371,Southwold,E Coli,0,Orgs/100mL
5343979,2017-10-11,S13840,Wakefield,E Coli,0,Orgs/100mL
5386164,2017-11-21,S10232,Bellmoral,E Coli,0,Orgs/100mL
5386189,2017-11-22,S18578,Blancathey,E Coli,0,Orgs/100mL
5386210,2017-11-22,S19836,Swadlincote,E Coli,0,Orgs/100mL
5386210,2017-11-22,S19836,Swadlincote,Turbidity,0.1,NTU
5251754,2017-07-05,S11858,Wakefield,E Coli,0,Orgs/100mL
5132445,2017-04-20,S10837,Tarnstead,THMs,0.066,mg/L
5199018,2017-06-22,S17721,Tarnstead,Turbidity,0.05,NTU
5199005,2017-06-22,S19152,Paethsmouth,Turbidity,0.05,NTU
5199181,2017-06-28,S10703,Paethsmouth,E Coli,0,Orgs/100mL
5198768,2017-06-15,S11076,Strathmore,Turbidity,0.05,NTU
5198766,2017-06-15,S13306,Pontybridge,E Coli,0,Orgs/100mL
5344288,2017-10-18,S11254,Wakefield,E Coli,0,Orgs/100mL
5199162,2017-06-27,S16669,Bellmoral,E Coli,0,Orgs/100mL
5344239,2017-10-17,S16276,Bellmoral,E Coli,0,Orgs/100mL
5199184,2017-06-28,S13446,Wakefield,E Coli,0,Orgs/100mL
5199007,2017-06-22,S13840,Wakefield,Turbidity,0.05,NTU
5199194,2017-06-28,S15513,Merton,Turbidity,0.05,NTU
5251753,2017-07-05,S11466,Snake's Canyon,E Coli,0,Orgs/100mL
5344268,2017-10-18,S14759,Blancathey,E Coli,0,Orgs/100mL
5199180,2017-06-28,S15513,Merton,E Coli,0,Orgs/100mL
5199019,2017-06-22,S10584,Blancathey,Turbidity,0.05,NTU
5199006,2017-06-22,S12678,Snake's Canyon,Turbidity,0.05,NTU
5199178,2017-06-28,S18578,Blancathey,E Coli,0,Orgs/100mL
5199183,2017-06-28,S13971,Snake's Canyon,E Coli,0,Orgs/100mL
5199201,2017-06-29,S16510,Strathmore,E Coli,0,Orgs/100mL
5251772,2017-07-05,S13317,Pontybridge,E Coli,0,Orgs/100mL
5172053,2017-05-02,S16276,Bellmoral,Turbidity,0.2,NTU
5132775,2017-04-27,S13818,Paethsmouth,E Coli,0,Orgs/100mL
5132722,2017-04-26,S17769,Bellmoral,E Coli,0,Orgs/100mL
5281818,2017-09-03,S11715,Southwold,Turbidity,0.1,NTU
5281994,2017-09-06,S17696,Tarnstead,E Coli,0,Orgs/100mL
5281986,2017-09-06,S15996,Blancathey,E Coli,0,Orgs/100mL
5385972,2017-11-19,S11715,Southwold,E Coli,0,Orgs/100mL
5282708,2017-09-24,S11765,Southwold,Turbidity,0.1,NTU
5251750,2017-07-05,S19339,Paethsmouth,E Coli,0,Orgs/100mL
5386385,2017-11-27,S17620,Bellmoral,E Coli,0,Orgs/100mL
5386204,2017-11-22,S17075,Paethsmouth,THMs,0.006,mg/L
5457441,2018-01-10,S13317,Pontybridge,Turbidity,0.1,NTU
5457416,2018-01-10,S15513,Merton,E Coli,0,Orgs/100mL
5386256,2017-11-28,S14049,Southwold,E Coli,0,Orgs/100mL
5457420,2018-01-10,S10990,Snake's Canyon,E Coli,0,Orgs/100mL
5457441,2018-01-10,S13317,Pontybridge,E Coli,0,Orgs/100mL
5457442,2018-01-10,S12921,Swadlincote,E Coli,0,Orgs/100mL
5457419,2018-01-10,S16489,Paethsmouth,E Coli,0,Orgs/100mL
5457422,2018-01-10,S16870,Wakefield,E Coli,0,Orgs/100mL
5457443,2018-01-10,S15163,Strathmore,Turbidity,0.1,NTU
5457443,2018-01-10,S15163,Strathmore,E Coli,0,Orgs/100mL
5457421,2018-01-10,S13798,Snake's Canyon,E Coli,0,Orgs/100mL
5457417,2018-01-10,S19152,Paethsmouth,E Coli,0,Orgs/100mL
5343973,2017-10-11,S18186,Merton,E Coli,0,Orgs/100mL
5344318,2017-10-18,S16589,Swadlincote,Turbidity,0.1,NTU
5457416,2018-01-10,S15513,Merton,Turbidity,0.3,NTU
5344562,2017-10-25,S15163,Strathmore,E Coli,0,Orgs/100mL
5344538,2017-10-25,S16451,Blancathey,E Coli,0,Orgs/100mL
5344541,2017-10-25,S10990,Snake's Canyon,E Coli,0,Orgs/100mL
5344637,2017-10-29,S10133,Southwold,E Coli,0,Orgs/100mL
5457442,2018-01-10,S12921,Swadlincote,Turbidity,0.1,NTU
5344562,2017-10-25,S15163,Strathmore,Turbidity,0.1,NTU
5386205,2017-11-22,S17081,Snake's Canyon,THMs,0.005,mg/L
5344087,2017-10-15,S14925,Southwold,E Coli,0,Orgs/100mL
5282034,2017-09-06,S13317,Pontybridge,Turbidity,0.1,NTU
5387046,2017-12-13,S14101,Pontybridge,E Coli,0,Orgs/100mL
5282366,2017-09-13,S16510,Strathmore,Turbidity,0.1,NTU
5282366,2017-09-13,S16510,Strathmore,E Coli,0,Orgs/100mL
5282339,2017-09-13,S19666,Paethsmouth,E Coli,0,Orgs/100mL
5282344,2017-09-13,S10837,Tarnstead,E Coli,0,Orgs/100mL
5282337,2017-09-13,S18186,Merton,E Coli,0,Orgs/100mL
5282337,2017-09-13,S18186,Merton,Turbidity,0.1,NTU
5387118,2017-12-17,S13500,Southwold,Turbidity,0.1,NTU
5282036,2017-09-06,S15280,Strathmore,Turbidity,0.05,NTU
5344278,2017-10-18,S11281,Snake's Canyon,E Coli,0,Orgs/100mL
5344277,2017-10-18,S18038,Paethsmouth,E Coli,0,Orgs/100mL
5387118,2017-12-17,S13500,Southwold,E Coli,0,Orgs/100mL
5387305,2017-12-19,S16276,Bellmoral,Turbidity,0.1,NTU
5387305,2017-12-19,S16276,Bellmoral,E Coli,0,Orgs/100mL
5387353,2017-12-20,S13306,Pontybridge,E Coli,0,Orgs/100mL
5457152,2018-01-04,S17725,Paethsmouth,Turbidity,0.3,NTU
5457174,2018-01-04,S14363,Swadlincote,E Coli,0,Orgs/100mL
5457156,2018-01-04,S10837,Tarnstead,Turbidity,0.1,NTU
5457149,2018-01-04,S17296,Blancathey,Turbidity,0.2,NTU
5386744,2017-12-06,S18255,Swadlincote,E Coli,0,Orgs/100mL
5386720,2017-12-06,S19914,Merton,E Coli,0,Orgs/100mL
5386736,2017-12-06,S14901,Snake's Canyon,Turbidity,0.2,NTU
5385563,2017-11-08,S13856,Snake's Canyon,Turbidity,0.1,NTU
5385885,2017-11-15,S17721,Tarnstead,E Coli,0,Orgs/100mL
5385897,2017-11-15,S18344,Pontybridge,E Coli,0,Orgs/100mL
5457414,2018-01-10,S15984,Blancathey,Turbidity,0.1,NTU
5463407,2018-01-10,S15513,Merton,THMs,0.005,mg/L
5457506,2018-01-14,S10133,Southwold,E Coli,0,Orgs/100mL
5386721,2017-12-06,S12436,Paethsmouth,E Coli,0,Orgs/100mL
5386702,2017-12-05,S17769,Bellmoral,Turbidity,0.1,NTU
5385646,2017-11-12,S12112,Southwold,E Coli,0,Orgs/100mL
5386188,2017-11-22,S15053,Blancathey,Turbidity,0.1,NTU
5457151,2018-01-04,S18186,Merton,Turbidity,0.2,NTU
5457156,2018-01-04,S10837,Tarnstead,E Coli,0,Orgs/100mL
5457755,2018-01-21,S13531,Southwold,Turbidity,0.05,NTU
5457896,2018-01-23,S10232,Bellmoral,Turbidity,0.05,NTU
5457919,2018-01-24,S19339,Paethsmouth,E Coli,0,Orgs/100mL
5459291,2018-01-24,S11076,Strathmore,Turbidity,0.05,NTU
5457922,2018-01-24,S16870,Wakefield,E Coli,0,Orgs/100mL
5459289,2018-01-24,S18865,Pontybridge,Turbidity,0.05,NTU
5457918,2018-01-24,S15513,Merton,E Coli,0,Orgs/100mL
5459290,2018-01-24,S19836,Swadlincote,Turbidity,0.1,NTU
5457919,2018-01-24,S19339,Paethsmouth,Turbidity,0.05,NTU
5385907,2017-11-15,S11422,Swadlincote,E Coli,0,Orgs/100mL
5385868,2017-11-15,S15996,Blancathey,E Coli,0,Orgs/100mL
5385870,2017-11-15,S19339,Paethsmouth,E Coli,0,Orgs/100mL
5385874,2017-11-15,S13840,Wakefield,E Coli,0,Orgs/100mL
5385885,2017-11-15,S17721,Tarnstead,Turbidity,0.1,NTU
5385869,2017-11-15,S19914,Merton,Turbidity,0.1,NTU
5385873,2017-11-15,S12678,Snake's Canyon,E Coli,0,Orgs/100mL
5385897,2017-11-15,S18344,Pontybridge,Turbidity,0.1,NTU
5344543,2017-10-25,S17721,Tarnstead,E Coli,0,Orgs/100mL
5344542,2017-10-25,S13840,Wakefield,E Coli,0,Orgs/100mL
5344560,2017-10-25,S14065,Pontybridge,E Coli,0,Orgs/100mL
5344561,2017-10-25,S17173,Swadlincote,Turbidity,0.1,NTU
5344540,2017-10-25,S18691,Paethsmouth,Turbidity,0.1,NTU
5344542,2017-10-25,S13840,Wakefield,Turbidity,0.1,NTU
5344526,2017-10-24,S14758,Bellmoral,E Coli,0,Orgs/100mL
5344537,2017-10-25,S15984,Blancathey,E Coli,0,Orgs/100mL
5344539,2017-10-25,S13397,Merton,E Coli,0,Orgs/100mL
5386256,2017-11-28,S14049,Southwold,Turbidity,0.1,NTU
5386433,2017-11-29,S18703,Pontybridge,E Coli,0,Orgs/100mL
5386419,2017-11-30,S18186,Merton,Turbidity,0.1,NTU
5386422,2017-11-30,S13446,Wakefield,E Coli,0,Orgs/100mL
5386454,2017-11-29,S14812,Swadlincote,E Coli,0,Orgs/100mL
5386421,2017-11-30,S11466,Snake's Canyon,E Coli,0,Orgs/100mL
5386422,2017-11-30,S13446,Wakefield,Turbidity,0.1,NTU
5386421,2017-11-30,S11466,Snake's Canyon,Turbidity,0.1,NTU
5386423,2017-11-30,S17696,Tarnstead,E Coli,0,Orgs/100mL
5386423,2017-11-30,S17696,Tarnstead,Turbidity,0.05,NTU
5386433,2017-11-29,S18703,Pontybridge,Turbidity,0.1,NTU
5386418,2017-11-30,S17245,Blancathey,Turbidity,0.1,NTU
5386420,2017-11-30,S12051,Paethsmouth,E Coli,0,Orgs/100mL
5457681,2018-01-18,S11254,Wakefield,E Coli,0,Orgs/100mL
5457681,2018-01-18,S11254,Wakefield,Turbidity,0.1,NTU
5457668,2018-01-18,S19541,Paethsmouth,Turbidity,0.1,NTU
5457690,2018-01-17,S11422,Swadlincote,Turbidity,0.3,NTU
5457682,2018-01-18,S17721,Tarnstead,Turbidity,0.1,NTU
5457682,2018-01-18,S17721,Tarnstead,E Coli,0,Orgs/100mL
5457664,2018-01-18,S19811,Blancathey,E Coli,0,Orgs/100mL
5457690,2018-01-17,S11422,Swadlincote,E Coli,0,Orgs/100mL
5457666,2018-01-18,S10703,Paethsmouth,E Coli,0,Orgs/100mL
5457755,2018-01-21,S13531,Southwold,E Coli,0,Orgs/100mL
5457698,2018-01-17,S11422,Swadlincote,THMs,0.006,mg/L
5386717,2017-12-06,S17516,Blancathey,Turbidity,0.1,NTU
5386819,2017-12-10,S11765,Southwold,E Coli,0,Orgs/100mL
5385846,2017-11-14,S14733,Bellmoral,Turbidity,0.1,NTU
5614516,2018-04-11,S18255,Swadlincote,Turbidity,0.05,NTU
5457668,2018-01-18,S19541,Paethsmouth,E Coli,0,Orgs/100mL
5460725,2018-03-08,S16669,Bellmoral,Turbidity,0.05,NTU
5472319,2018-03-15,S12437,Blancathey,E Coli,0,Orgs/100mL
5472328,2018-03-15,S14567,Tarnstead,E Coli,0,Orgs/100mL
5472326,2018-03-15,S11281,Snake's Canyon,E Coli,0,Orgs/100mL
5577887,2018-03-14,S18588,Bellmoral,Turbidity,0.05,NTU
5472324,2018-03-15,S18691,Paethsmouth,E Coli,0,Orgs/100mL
5472327,2018-03-15,S13840,Wakefield,E Coli,0,Orgs/100mL
5472348,2018-03-15,S13317,Pontybridge,E Coli,0,Orgs/100mL
5472325,2018-03-15,S17906,Snake's Canyon,E Coli,0,Orgs/100mL
5472322,2018-03-15,S17725,Paethsmouth,E Coli,0,Orgs/100mL
5480655,2018-03-18,S14925,Southwold,THMs,0.13,mg/L
5457663,2018-01-18,S14755,Blancathey,Turbidity,0.2,NTU
5457663,2018-01-18,S14755,Blancathey,E Coli,0,Orgs/100mL
5457665,2018-01-18,S19914,Merton,Turbidity,0.1,NTU
5457665,2018-01-18,S19914,Merton,E Coli,0,Orgs/100mL
5457679,2018-01-18,S18682,Snake's Canyon,Turbidity,0.1,NTU
5457679,2018-01-18,S18682,Snake's Canyon,E Coli,0,Orgs/100mL
5457691,2018-01-17,S14271,Strathmore,Turbidity,0.1,NTU
5580288,2018-04-11,S13397,Merton,Turbidity,0.2,NTU
5614504,2018-04-11,S12678,Snake's Canyon,Turbidity,0.2,NTU
5580313,2018-04-11,S15280,Strathmore,Turbidity,0.05,NTU
5580313,2018-04-11,S15280,Strathmore,THMs,0.058,mg/L
5580311,2018-04-11,S12119,Pontybridge,Turbidity,0.2,NTU
5580562,2018-04-18,S14567,Tarnstead,E Coli,0,Orgs/100mL
5385870,2017-11-15,S19339,Paethsmouth,Turbidity,0.1,NTU
